cliente_id,idade,renda_estimada,valor_compra,qtd_parcelas,ja_usou_pix_parcelado_antes,score_credito,inadimplente,estrategia_lembrete,recuperou
CLI2235,33,3618.98,1198.53,9,0,389,1,Lembrete com opção de renegociar,0
CLI2236,33,2228.06,2574.06,4,0,842,0,N/A,0
CLI2237,35,3069.32,737.84,9,0,598,0,N/A,0
CLI2238,27,2003.13,86.38,2,0,746,0,N/A,0
CLI2239,43,2153.21,252.04,9,0,423,0,N/A,0
CLI2240,51,2322.39,351.83,9,0,700,0,N/A,0
CLI2241,20,2240.26,1692.15,4,1,518,0,N/A,0
CLI2242,56,2404.71,1415.7,6,1,623,0,N/A,0
CLI2243,18,1941.9,780.28,4,1,711,0,N/A,0
CLI2244,46,3103.86,237.51,6,1,501,0,N/A,0
CLI2245,18,1143.57,2101.69,2,0,523,1,Lembrete com opção de renegociar,0
CLI2246,26,1975.58,2423.84,3,1,660,0,N/A,0
CLI2247,24,3755.47,2196.76,12,1,685,0,N/A,0
CLI2248,46,1109.37,1851.21,6,1,597,1,Lembrete simples,0
CLI2249,46,1785.2,2518.76,2,1,480,1,Lembrete simples,1
CLI2250,50,1887.39,1068.12,2,0,749,0,N/A,0
CLI2251,35,1689.9,556.23,4,0,510,0,N/A,0
CLI2252,39,1358.72,2451.42,6,0,694,0,N/A,0
CLI2253,51,2163.29,1716.41,2,1,420,0,N/A,0
CLI2254,25,2869.82,858.42,2,1,600,0,N/A,0
CLI2255,22,2685.9,2738.32,2,0,617,0,N/A,0
CLI2256,23,2098.44,1076.5,2,1,478,0,N/A,0
CLI2257,55,3517.74,2902.23,9,0,645,0,N/A,0
CLI2258,48,3448.52,2257.78,6,0,485,1,Lembrete com opção de renegociar,0
CLI2259,47,1372.65,1001.21,3,0,646,0,N/A,0
CLI2260,51,2276.53,2875.16,2,1,909,0,N/A,0
CLI2261,23,1282.39,70.1,2,0,788,0,N/A,0
CLI2262,42,1720.86,964.45,4,0,841,0,N/A,0
CLI2263,18,1826.69,2586.94,4,1,848,0,N/A,0
CLI2264,57,1414.5,768.46,6,0,459,1,Lembrete com opção de renegociar,0
CLI2265,34,1538.49,2127.37,2,0,727,0,N/A,0
CLI2266,34,1899.17,2276.82,4,0,539,0,N/A,0
CLI2267,30,2145.47,1158.45,2,0,588,0,N/A,0
CLI2268,40,1193.8,677.21,3,1,823,0,N/A,0
CLI2269,21,1775.03,1223.73,4,1,359,0,N/A,0
CLI2270,38,2798.21,410.95,6,0,691,0,N/A,0
CLI2271,22,2137.09,1578.03,4,1,584,0,N/A,0
CLI2272,24,1859.74,2863.1,9,1,575,1,Lembrete simples,1
CLI2273,55,1385.49,2658.93,2,1,387,1,Lembrete com opção de renegociar,0
CLI2274,32,1399.88,1811.64,6,0,859,0,N/A,0
CLI2275,24,4143.5,1947.41,4,0,555,0,N/A,0
CLI2276,25,900.0,1778.9,12,0,518,0,N/A,0
CLI2277,24,1174.58,2169.59,2,0,709,1,Lembrete simples,1
CLI2278,55,1602.89,695.12,9,0,582,0,N/A,0
CLI2279,51,3343.54,887.15,9,0,583,0,N/A,0
CLI2280,64,1034.21,407.76,6,1,550,0,N/A,0
CLI2281,29,1225.62,1438.3,12,0,682,1,Lembrete com opção de renegociar,1
CLI2282,42,3612.27,473.51,4,1,655,0,N/A,0
CLI2283,33,1750.18,1327.06,2,1,426,0,N/A,0
CLI2284,63,900.0,2008.52,2,0,895,0,N/A,0
CLI2285,61,2704.89,1406.46,4,0,448,0,N/A,0
CLI2286,33,1814.4,2686.14,9,0,758,0,N/A,0
CLI2287,33,3224.55,447.47,12,1,794,0,N/A,0
CLI2288,19,1801.41,1230.59,12,1,472,0,N/A,0
CLI2289,25,1488.96,2923.63,3,0,723,1,Lembrete com opção de renegociar,1
CLI2290,51,1356.43,452.0,9,1,464,0,N/A,0
CLI2291,47,1501.49,1713.87,2,1,837,0,N/A,0
CLI2292,44,1815.11,1660.04,9,0,420,1,Lembrete simples,0
CLI2293,45,4005.29,2769.96,12,0,785,0,N/A,0
CLI2294,64,3923.39,2607.89,2,0,522,1,Lembrete simples,0
CLI2295,32,1531.7,1866.23,2,0,361,1,Lembrete com opção de renegociar,1
CLI2296,21,912.69,2968.8,12,0,779,1,Lembrete com opção de renegociar,0
CLI2297,45,1385.84,403.83,4,1,778,0,N/A,0
CLI2298,34,1992.86,2118.03,3,1,502,1,Lembrete com opção de renegociar,1
CLI2299,58,2409.77,2216.26,2,1,300,0,N/A,0
CLI2300,30,1869.59,1273.45,4,0,595,0,N/A,0
CLI2301,34,2165.04,2706.52,4,0,414,0,N/A,0
CLI2302,25,7330.69,622.13,6,0,630,0,N/A,0
CLI2303,55,1725.47,89.38,3,0,506,0,N/A,0
CLI2304,25,1742.03,102.85,4,1,643,0,N/A,0
CLI2305,31,2080.21,953.05,9,0,527,1,Lembrete com opção de renegociar,1
CLI2306,29,2693.41,2449.79,4,0,547,0,N/A,0
CLI2307,36,2652.75,2400.77,3,1,643,0,N/A,0
CLI2308,27,5228.99,1615.3,6,0,328,0,N/A,0
CLI2309,62,1227.64,1183.99,2,1,631,0,N/A,0
CLI2310,27,2972.94,2658.27,4,0,374,1,Lembrete com opção de renegociar,0
CLI2311,20,2312.62,2787.71,12,0,741,0,N/A,0
CLI2312,51,3098.03,1897.15,4,1,479,1,Lembrete com opção de renegociar,1
CLI2313,22,1139.66,2792.49,9,1,653,0,N/A,0
CLI2314,20,1611.42,1367.21,3,0,704,1,Lembrete simples,0
CLI2315,48,900.0,1904.04,9,0,557,0,N/A,0
CLI2316,42,4721.17,1119.77,3,1,644,0,N/A,0
CLI2317,23,3506.46,2002.54,6,0,587,0,N/A,0
CLI2318,20,941.31,2706.57,2,0,548,1,Lembrete simples,1
CLI2319,26,1303.99,1639.49,4,0,558,0,N/A,0
CLI2320,20,2384.53,1372.22,4,0,571,1,Lembrete simples,1
CLI2321,42,2783.03,2169.02,2,0,547,0,N/A,0
CLI2322,42,2704.0,880.44,9,0,665,0,N/A,0
CLI2323,64,1701.08,1761.26,6,0,802,0,N/A,0
CLI2324,56,3958.17,1731.84,6,0,770,0,N/A,0
CLI2325,28,1980.4,810.22,2,0,365,0,N/A,0
CLI2326,43,2477.93,295.18,3,0,300,0,N/A,0
CLI2327,25,2125.39,767.27,9,0,1000,0,N/A,0
CLI2328,41,2800.41,190.72,6,1,460,1,Lembrete simples,0
CLI2329,37,2065.15,439.46,2,1,664,0,N/A,0
CLI2330,20,4926.67,1832.09,12,1,495,1,Lembrete com opção de renegociar,1
CLI2331,27,1130.96,238.93,2,1,693,0,N/A,0
CLI2332,55,1443.95,2470.69,6,1,662,1,Lembrete com opção de renegociar,0
CLI2333,61,3521.6,425.69,2,1,850,0,N/A,0
CLI2334,39,991.27,291.14,12,1,858,0,N/A,0
CLI2335,26,1227.49,140.03,4,1,675,0,N/A,0
CLI2336,49,946.32,945.99,4,0,774,0,N/A,0
CLI2337,45,2026.79,1741.99,2,1,713,0,N/A,0
CLI2338,20,2102.72,1411.91,3,1,631,0,N/A,0
CLI2339,39,1083.39,2174.44,3,1,609,1,Lembrete simples,1
CLI2340,42,1255.61,2760.36,2,0,730,1,Lembrete simples,0
CLI2341,21,2629.0,2196.8,4,0,643,0,N/A,0
CLI2342,40,5537.63,838.32,2,0,300,1,Lembrete simples,1
CLI2343,47,3012.5,158.95,2,0,665,0,N/A,0
CLI2344,59,1262.78,2017.95,4,0,423,1,Lembrete com opção de renegociar,1
CLI2345,53,1159.08,262.2,3,1,733,0,N/A,0
CLI2346,43,1661.75,1620.07,2,0,320,1,Lembrete simples,0
CLI2347,48,1812.27,1117.99,4,0,589,0,N/A,0
CLI2348,26,2308.42,1899.5,4,0,320,1,Lembrete com opção de renegociar,0
CLI2349,40,1773.55,2481.55,2,0,823,0,N/A,0
CLI2350,24,1069.29,1612.54,4,0,653,1,Lembrete com opção de renegociar,1
CLI2351,23,4029.27,1847.35,2,0,768,0,N/A,0
CLI2352,41,5284.69,2375.43,2,1,634,0,N/A,0
CLI2353,50,1733.02,1015.73,4,0,527,0,N/A,0
CLI2354,61,1360.63,1916.94,2,0,654,1,Lembrete com opção de renegociar,1
CLI2355,63,2952.02,258.06,2,1,890,0,N/A,0
CLI2356,49,1110.18,976.63,6,1,598,0,N/A,0
CLI2357,60,1156.51,1459.28,3,0,648,0,N/A,0
CLI2358,22,1889.21,2879.27,3,0,468,0,N/A,0
CLI2359,34,3304.35,545.41,4,0,457,0,N/A,0
CLI2360,20,2044.53,2253.25,2,0,628,0,N/A,0
CLI2361,23,5534.01,2321.94,2,0,616,0,N/A,0
CLI2362,40,1782.53,1447.5,6,0,489,0,N/A,0
CLI2363,47,1163.64,488.52,2,0,571,0,N/A,0
CLI2364,42,1307.58,610.71,6,1,511,0,N/A,0
CLI2365,38,1550.77,945.19,12,0,970,0,N/A,0
CLI2366,38,1855.69,1874.6,3,0,759,0,N/A,0
CLI2367,36,1895.16,52.3,4,1,564,0,N/A,0
CLI2368,19,2824.81,2365.19,4,0,744,0,N/A,0
CLI2369,32,1734.99,754.72,3,1,620,0,N/A,0
CLI2370,42,900.0,1948.14,3,0,865,0,N/A,0
CLI2371,23,2925.73,2327.26,3,0,535,0,N/A,0
CLI2372,59,1242.43,524.68,12,1,754,0,N/A,0
CLI2373,50,1244.01,2619.68,12,0,764,1,Lembrete com opção de renegociar,0
CLI2374,22,3262.52,1682.8,4,0,472,0,N/A,0
CLI2375,38,1307.56,2904.8,2,1,322,0,N/A,0
CLI2376,49,2791.91,2955.18,6,1,461,1,Lembrete simples,0
CLI2377,62,2494.29,1913.83,3,0,491,1,Lembrete com opção de renegociar,0
CLI2378,64,1682.55,716.8,6,0,602,0,N/A,0
CLI2379,50,2477.7,2994.27,6,1,799,0,N/A,0
CLI2380,47,4033.48,2440.14,12,1,577,1,Lembrete com opção de renegociar,0
CLI2381,28,1542.4,2936.61,2,0,618,1,Lembrete com opção de renegociar,1
CLI2382,45,3109.51,1909.65,4,0,645,1,Lembrete com opção de renegociar,0
CLI2383,41,1659.45,1567.08,6,0,541,0,N/A,0
CLI2384,28,1676.81,2831.2,3,0,628,0,N/A,0
CLI2385,35,2785.23,2207.75,2,1,579,1,Lembrete simples,0
CLI2386,58,2047.53,675.27,3,0,529,0,N/A,0
CLI2387,39,2049.9,1908.98,4,0,336,1,Lembrete com opção de renegociar,1
CLI2388,56,1090.59,1781.8,9,1,667,1,Lembrete simples,0
CLI2389,26,3899.17,2476.32,4,1,645,0,N/A,0
CLI2390,28,2605.54,529.08,3,0,649,0,N/A,0
CLI2391,21,4242.7,2581.11,4,1,742,0,N/A,0
CLI2392,48,2789.03,2569.96,4,1,689,0,N/A,0
CLI2393,20,3097.15,393.28,4,1,318,0,N/A,0
CLI2394,18,1984.93,397.22,9,0,300,0,N/A,0
CLI2395,55,4122.6,1266.46,4,1,691,0,N/A,0
CLI2396,56,952.64,1020.15,9,1,357,0,N/A,0
CLI2397,54,2572.3,2270.39,2,1,741,0,N/A,0
CLI2398,39,1453.25,243.81,2,0,801,0,N/A,0
CLI2399,51,1453.91,1627.56,6,1,685,0,N/A,0
CLI2400,41,3810.51,791.72,2,0,986,0,N/A,0
CLI2401,23,1391.92,2525.0,2,0,702,1,Lembrete simples,0
CLI2402,37,1467.53,1507.48,2,0,462,0,N/A,0
CLI2403,58,1747.45,1807.74,6,1,604,0,N/A,0
CLI2404,20,1534.9,196.42,4,1,712,0,N/A,0
CLI2405,44,1054.29,2730.99,2,0,490,0,N/A,0
CLI2406,23,1500.52,1247.38,4,1,586,0,N/A,0
CLI2407,29,1000.13,2163.74,2,0,648,1,Lembrete simples,0
CLI2408,56,1380.84,685.31,4,0,376,0,N/A,0
CLI2409,51,2056.09,1534.65,9,0,715,0,N/A,0
CLI2410,64,1328.35,2410.85,2,1,498,0,N/A,0
CLI2411,38,1828.11,1020.7,3,0,466,0,N/A,0
CLI2412,21,2987.65,994.22,4,1,639,0,N/A,0
CLI2413,22,2058.99,1977.06,2,1,720,0,N/A,0
CLI2414,24,1017.82,627.77,9,1,719,0,N/A,0
CLI2415,41,2785.87,1809.99,4,1,530,0,N/A,0
CLI2416,33,3212.14,1708.67,4,0,627,1,Lembrete com opção de renegociar,1
CLI2417,47,2558.76,2671.33,12,1,562,0,N/A,0
CLI2418,54,1079.39,927.73,3,1,439,0,N/A,0
CLI2419,25,3888.51,566.1,2,1,579,0,N/A,0
CLI2420,56,1142.86,1334.74,6,0,496,1,Lembrete com opção de renegociar,0
CLI2421,63,2446.23,1720.8,2,0,300,1,Lembrete com opção de renegociar,0
CLI2422,61,1013.94,432.64,2,0,513,0,N/A,0
CLI2423,24,2723.85,1218.7,12,0,567,0,N/A,0
CLI2424,29,3009.17,916.3,6,1,587,0,N/A,0
CLI2425,23,3767.53,1124.47,2,0,583,0,N/A,0
CLI2426,42,1651.39,1149.26,6,0,390,1,Lembrete simples,0
CLI2427,47,1673.16,831.79,12,0,601,0,N/A,0
CLI2428,28,1376.39,1089.99,3,0,1000,0,N/A,0
CLI2429,47,2074.7,2483.64,6,0,676,0,N/A,0
CLI2430,60,1869.72,2027.77,4,1,552,0,N/A,0
CLI2431,54,2153.76,1722.07,6,0,384,0,N/A,0
CLI2432,43,1107.96,1702.61,4,0,811,0,N/A,0
CLI2433,28,2423.33,1646.39,12,0,551,1,Lembrete simples,0
CLI2434,40,2320.03,1877.53,3,0,598,0,N/A,0
CLI2435,34,900.0,1348.87,2,1,784,0,N/A,0
CLI2436,34,2695.34,864.8,9,1,657,0,N/A,0
CLI2437,52,2235.87,1231.22,2,0,391,0,N/A,0
CLI2438,34,3100.81,2727.91,2,1,501,0,N/A,0
CLI2439,30,3990.72,1139.67,3,1,610,0,N/A,0
CLI2440,21,1277.55,375.72,9,0,498,0,N/A,0
CLI2441,44,1593.78,2156.84,4,0,716,0,N/A,0
CLI2442,46,1772.08,2755.98,9,0,679,1,Lembrete simples,0
CLI2443,55,4622.81,424.0,9,1,546,0,N/A,0
CLI2444,43,1108.02,1780.95,12,1,533,1,Lembrete com opção de renegociar,0
CLI2445,53,1714.57,320.34,4,1,577,0,N/A,0
CLI2446,40,2946.7,501.74,4,0,634,1,Lembrete simples,1
CLI2447,26,1404.29,1494.23,4,0,482,1,Lembrete simples,0
CLI2448,19,2812.17,1043.31,12,0,653,0,N/A,0
CLI2449,49,1970.0,983.86,4,0,300,0,N/A,0
CLI2450,59,2704.7,1035.23,4,0,577,0,N/A,0
CLI2451,64,2599.97,568.61,2,0,546,0,N/A,0
CLI2452,48,1259.27,756.19,2,0,639,1,Lembrete com opção de renegociar,1
CLI2453,46,1903.78,523.67,9,0,371,1,Lembrete com opção de renegociar,1
CLI2454,22,900.0,1056.77,3,0,643,0,N/A,0
CLI2455,53,5790.82,64.42,6,0,616,0,N/A,0
CLI2456,45,1391.08,1833.42,4,0,300,0,N/A,0
CLI2457,54,1391.36,2687.4,12,0,427,1,Lembrete simples,0
CLI2458,57,1908.34,2213.31,3,0,774,0,N/A,0
CLI2459,44,2626.11,1871.68,3,1,769,0,N/A,0
CLI2460,27,1804.05,2340.27,12,0,619,1,Lembrete com opção de renegociar,1
CLI2461,44,1927.11,957.87,9,0,916,0,N/A,0
CLI2462,47,2695.15,602.17,12,0,607,0,N/A,0
CLI2463,60,2184.36,219.35,2,0,479,0,N/A,0
CLI2464,37,1532.3,1040.57,4,0,644,0,N/A,0
CLI2465,22,1854.17,1433.63,2,0,880,0,N/A,0
CLI2466,55,1667.66,1502.91,3,0,684,0,N/A,0
CLI2467,46,3866.25,185.15,3,0,752,0,N/A,0
CLI2468,59,2136.16,1523.56,12,0,710,0,N/A,0
CLI2469,33,1072.94,1050.59,2,0,546,0,N/A,0
CLI2470,46,2049.73,154.13,4,1,821,0,N/A,0
CLI2471,33,1830.01,568.77,2,0,340,0,N/A,0
CLI2472,64,1935.19,512.01,6,0,696,0,N/A,0
CLI2473,42,2108.29,175.44,12,1,415,1,Lembrete com opção de renegociar,1
CLI2474,47,900.0,558.58,9,1,537,1,Lembrete com opção de renegociar,1
CLI2475,19,2454.83,2100.24,3,0,612,1,Lembrete com opção de renegociar,0
CLI2476,37,4320.62,2478.81,6,0,598,0,N/A,0
CLI2477,59,3533.96,2884.84,4,0,743,0,N/A,0
CLI2478,64,3652.82,2564.4,2,1,438,0,N/A,0
CLI2479,50,2626.03,2582.94,3,1,354,1,Lembrete com opção de renegociar,0
CLI2480,36,6802.74,609.6,2,1,956,0,N/A,0
CLI2481,21,3612.06,2574.97,2,0,422,1,Lembrete com opção de renegociar,1
CLI2482,50,1851.84,812.72,6,0,455,0,N/A,0
CLI2483,42,2550.8,1992.99,6,0,527,0,N/A,0
CLI2484,53,2161.15,996.7,12,0,334,0,N/A,0
CLI2485,18,2773.25,2402.5,3,0,832,0,N/A,0
CLI2486,33,2679.88,2457.91,2,0,790,0,N/A,0
CLI2487,42,2536.15,2640.7,3,0,565,0,N/A,0
CLI2488,52,4616.22,2134.0,2,1,629,0,N/A,0
CLI2489,28,1665.16,2390.46,2,0,608,0,N/A,0
CLI2490,41,1957.03,2774.12,2,0,602,1,Lembrete com opção de renegociar,0
CLI2491,52,3266.98,1508.49,4,0,592,0,N/A,0
CLI2492,38,2441.03,2226.97,4,0,696,0,N/A,0
CLI2493,21,1966.23,1385.3,3,1,585,0,N/A,0
CLI2494,62,2109.61,1816.85,9,1,360,0,N/A,0
CLI2495,31,3487.45,1269.51,9,0,650,0,N/A,0
CLI2496,44,5901.29,1608.3,3,0,634,0,N/A,0
CLI2497,50,1389.44,2145.75,3,1,521,0,N/A,0
CLI2498,33,2045.06,2299.59,4,1,514,0,N/A,0
CLI2499,61,1490.68,2075.81,12,0,582,0,N/A,0
CLI2500,19,1866.96,2211.39,9,1,783,1,Lembrete com opção de renegociar,1
CLI2501,50,1792.0,2950.94,3,0,547,1,Lembrete simples,0
CLI2502,19,3278.39,2100.14,2,0,660,0,N/A,0
CLI2503,40,2917.25,2570.91,2,1,530,0,N/A,0
CLI2504,19,1277.48,1052.66,4,0,611,0,N/A,0
CLI2505,39,1741.0,2215.16,6,1,708,0,N/A,0
CLI2506,59,1566.05,1857.33,2,1,748,0,N/A,0
CLI2507,54,1907.78,2853.93,3,0,655,0,N/A,0
CLI2508,32,3568.81,235.17,2,0,779,0,N/A,0
CLI2509,26,2100.46,2399.72,6,0,788,0,N/A,0
CLI2510,46,2500.67,1458.27,2,1,731,0,N/A,0
CLI2511,37,1857.49,2619.32,4,1,462,1,Lembrete com opção de renegociar,1
CLI2512,21,1527.61,2768.23,4,1,735,1,Lembrete com opção de renegociar,1
CLI2513,27,1698.02,2633.83,6,1,658,0,N/A,0
CLI2514,44,1367.9,242.34,2,0,823,0,N/A,0
CLI2515,41,1132.22,2976.35,3,1,637,0,N/A,0
CLI2516,61,4029.11,2070.2,3,1,609,0,N/A,0
CLI2517,19,2251.83,1023.4,3,0,300,0,N/A,0
CLI2518,41,2797.09,2311.23,3,0,791,0,N/A,0
CLI2519,45,2348.29,232.33,12,0,327,0,N/A,0
CLI2520,64,2854.12,389.0,4,1,631,0,N/A,0
CLI2521,63,1707.53,2279.9,3,1,486,0,N/A,0
CLI2522,60,1578.96,808.81,6,1,554,0,N/A,0
CLI2523,36,1085.28,2173.43,4,0,592,0,N/A,0
CLI2524,45,2377.1,1967.5,4,1,300,0,N/A,0
CLI2525,28,1367.73,2754.54,4,0,656,0,N/A,0
CLI2526,49,1698.26,1782.87,12,0,668,0,N/A,0
CLI2527,38,1637.09,1525.32,2,0,880,0,N/A,0
CLI2528,21,3074.92,1801.76,12,0,543,0,N/A,0
CLI2529,58,1610.55,2712.35,2,0,787,0,N/A,0
CLI2530,57,5731.53,2849.34,6,0,622,0,N/A,0
CLI2531,44,2061.46,741.18,4,0,493,0,N/A,0
CLI2532,50,5983.14,2537.73,9,0,631,1,Lembrete simples,0
CLI2533,57,2570.01,1809.18,2,1,300,1,Lembrete simples,0
CLI2534,31,2098.33,2320.59,9,0,585,0,N/A,0
CLI2535,25,1902.85,1388.72,3,1,768,1,Lembrete simples,0
CLI2536,44,1665.61,79.14,3,0,300,0,N/A,0
CLI2537,64,1113.04,517.48,4,1,1000,0,N/A,0
CLI2538,42,2209.42,523.41,2,0,320,1,Lembrete simples,0
CLI2539,45,3776.38,2604.88,6,0,464,0,N/A,0
CLI2540,35,5728.87,799.1,3,1,655,0,N/A,0
CLI2541,47,1070.81,2269.27,4,0,493,1,Lembrete com opção de renegociar,1
CLI2542,47,1367.59,998.51,12,0,397,1,Lembrete com opção de renegociar,1
CLI2543,39,3847.1,2439.92,2,0,639,0,N/A,0
CLI2544,29,3245.16,2651.06,2,1,740,0,N/A,0
CLI2545,52,2202.72,311.64,6,0,555,0,N/A,0
CLI2546,24,1994.5,431.79,4,0,987,0,N/A,0
CLI2547,23,2035.04,2814.57,3,0,716,0,N/A,0
CLI2548,27,1527.24,2078.59,9,0,463,0,N/A,0
CLI2549,28,1313.4,1739.76,4,1,752,0,N/A,0
CLI2550,31,2271.14,571.57,2,1,467,0,N/A,0
CLI2551,19,900.0,658.02,6,1,688,0,N/A,0
CLI2552,53,1787.77,69.36,4,0,720,0,N/A,0
CLI2553,23,2202.14,2950.19,2,0,659,0,N/A,0
CLI2554,22,2925.05,815.92,2,0,723,0,N/A,0
CLI2555,29,1304.99,2399.46,9,1,505,0,N/A,0
CLI2556,36,3184.83,188.55,12,0,572,0,N/A,0
CLI2557,27,900.0,1845.91,9,0,980,0,N/A,0
CLI2558,22,1535.61,1474.04,2,1,615,0,N/A,0
CLI2559,45,1405.67,1899.86,12,1,728,0,N/A,0
CLI2560,43,927.92,2657.98,6,0,551,1,Lembrete com opção de renegociar,0
CLI2561,20,2072.61,1860.32,4,0,465,1,Lembrete com opção de renegociar,0
CLI2562,57,1244.27,1543.69,12,1,618,0,N/A,0
CLI2563,59,2091.2,1606.34,2,0,840,0,N/A,0
CLI2564,34,2812.09,1026.58,12,0,741,0,N/A,0
CLI2565,19,5013.96,628.64,3,0,719,0,N/A,0
CLI2566,62,1500.58,1632.82,12,0,549,1,Lembrete simples,0
CLI2567,52,3328.04,1688.92,2,0,617,0,N/A,0
CLI2568,48,1950.14,2563.88,6,0,643,1,Lembrete simples,1
CLI2569,23,2035.05,1518.69,2,0,540,1,Lembrete simples,0
CLI2570,64,3149.92,1614.93,2,1,684,0,N/A,0
CLI2571,56,2244.61,1244.9,3,0,682,0,N/A,0
CLI2572,44,2529.2,2146.26,2,1,495,0,N/A,0
CLI2573,29,5066.8,1968.71,9,0,605,0,N/A,0
CLI2574,21,2434.85,1784.87,12,1,443,0,N/A,0
CLI2575,51,3580.91,623.14,3,1,378,0,N/A,0
CLI2576,42,1917.16,2328.01,9,1,874,0,N/A,0
CLI2577,32,2220.62,1777.07,9,1,723,0,N/A,0
CLI2578,35,1469.72,2519.44,6,1,447,1,Lembrete com opção de renegociar,0
CLI2579,50,3367.2,1669.75,2,1,532,0,N/A,0
CLI2580,19,2836.58,1586.98,3,1,796,0,N/A,0
CLI2581,54,1298.96,105.15,4,0,728,0,N/A,0
CLI2582,42,2154.62,1996.76,2,0,447,1,Lembrete com opção de renegociar,0
CLI2583,43,2265.9,2636.33,12,0,410,1,Lembrete com opção de renegociar,1
CLI2584,38,1096.5,2945.03,12,0,711,1,Lembrete simples,0
CLI2585,39,1811.45,2114.85,9,0,890,0,N/A,0
CLI2586,39,1276.83,891.41,9,1,498,0,N/A,0
CLI2587,32,900.0,2108.96,6,0,648,1,Lembrete com opção de renegociar,0
CLI2588,44,2107.14,2581.68,2,1,558,0,N/A,0
CLI2589,31,1412.94,1012.72,12,0,657,0,N/A,0
CLI2590,46,1997.63,1755.1,9,0,553,1,Lembrete simples,1
CLI2591,18,1113.76,1398.82,4,0,459,1,Lembrete simples,0
CLI2592,29,1290.09,316.74,9,0,650,0,N/A,0
CLI2593,19,3776.59,1394.81,9,0,678,0,N/A,0
CLI2594,55,1213.32,2076.93,2,0,671,1,Lembrete com opção de renegociar,1
CLI2595,26,1506.37,2518.86,12,0,588,0,N/A,0
CLI2596,59,5847.67,473.16,12,1,632,1,Lembrete com opção de renegociar,0
CLI2597,53,4604.53,2781.48,3,0,687,0,N/A,0
CLI2598,43,1723.32,2299.72,9,0,821,0,N/A,0
CLI2599,28,1818.35,1371.61,6,1,334,0,N/A,0
CLI2600,42,1703.63,562.06,3,0,533,0,N/A,0
CLI2601,50,1891.28,1072.26,3,0,487,0,N/A,0
CLI2602,23,900.0,1379.84,2,1,412,1,Lembrete com opção de renegociar,0
CLI2603,28,1300.46,1500.29,3,0,612,0,N/A,0
CLI2604,22,2778.56,1171.21,2,1,708,0,N/A,0
CLI2605,18,900.0,2965.76,3,0,622,1,Lembrete com opção de renegociar,0
CLI2606,36,1557.4,734.78,3,1,922,0,N/A,0
CLI2607,42,1601.44,599.01,3,0,347,0,N/A,0
CLI2608,56,3688.34,2630.55,4,0,637,1,Lembrete simples,1
CLI2609,18,2506.13,2162.05,3,0,427,0,N/A,0
CLI2610,18,1479.17,737.34,9,0,649,0,N/A,0
CLI2611,43,2479.8,1535.63,12,1,441,0,N/A,0
CLI2612,27,1594.74,767.18,2,1,527,0,N/A,0
CLI2613,55,2716.55,378.22,2,0,748,0,N/A,0
CLI2614,44,1517.58,871.2,4,0,616,0,N/A,0
CLI2615,62,3689.47,2014.17,2,0,601,0,N/A,0
CLI2616,52,4196.82,1734.9,12,0,645,0,N/A,0
CLI2617,27,2139.25,883.56,2,1,556,1,Lembrete com opção de renegociar,0
CLI2618,37,1365.54,997.48,6,1,440,0,N/A,0
CLI2619,55,1859.27,2349.46,4,0,421,0,N/A,0
CLI2620,34,6577.58,1458.62,3,1,774,0,N/A,0
CLI2621,39,2709.9,2304.56,2,0,697,1,Lembrete simples,0
CLI2622,48,2747.74,1324.4,6,0,692,0,N/A,0
CLI2623,61,1420.94,2411.89,12,1,459,1,Lembrete simples,1
CLI2624,23,3230.51,433.32,3,0,687,0,N/A,0
CLI2625,45,2376.2,882.76,2,0,801,0,N/A,0
CLI2626,56,2551.59,196.47,6,0,360,0,N/A,0
CLI2627,23,900.0,2502.08,6,0,635,1,Lembrete simples,0
CLI2628,31,900.0,1508.53,2,1,300,1,Lembrete simples,0
CLI2629,21,3754.05,2095.62,2,0,452,0,N/A,0
CLI2630,37,2272.79,2819.49,6,0,419,0,N/A,0
CLI2631,62,1777.71,793.62,3,1,548,0,N/A,0
CLI2632,27,3080.27,1036.57,3,1,558,1,Lembrete com opção de renegociar,0
CLI2633,28,1529.06,2429.23,2,0,554,0,N/A,0
CLI2634,61,1747.13,1482.74,6,0,512,0,N/A,0
CLI2635,56,1769.21,2226.16,6,0,762,0,N/A,0
CLI2636,43,1173.74,868.62,4,1,505,0,N/A,0
CLI2637,54,2265.93,180.12,3,1,471,0,N/A,0
CLI2638,25,1950.92,1321.08,4,1,784,0,N/A,0
CLI2639,62,2555.32,2155.2,2,1,766,0,N/A,0
CLI2640,20,1474.54,1465.0,2,0,553,0,N/A,0
CLI2641,46,2928.73,1293.69,3,0,500,1,Lembrete simples,0
CLI2642,57,1674.77,2245.57,6,1,465,0,N/A,0
CLI2643,30,2505.92,149.77,3,1,638,0,N/A,0
CLI2644,34,1513.08,2936.39,9,0,731,1,Lembrete com opção de renegociar,0
CLI2645,48,1828.99,2359.45,2,0,739,0,N/A,0
CLI2646,44,1045.88,453.44,2,1,586,0,N/A,0
CLI2647,26,1719.67,1201.28,3,1,651,0,N/A,0
CLI2648,36,3386.92,2416.02,12,1,693,0,N/A,0
CLI2649,52,1772.66,2019.07,2,1,687,1,Lembrete com opção de renegociar,1
CLI2650,34,4858.17,605.96,2,1,680,0,N/A,0
